id_linha,pedido,data_hora_venda,data,sku,pecas_vendidas,valor_da_peca,preco_tabela_unit,desconto_pct,receita_bruta,receita_liquida,custo_unitario,cmv,valor_do_frete,frete_cobrado_cliente,impostos_sobre_venda,lucro,total,canal,tipo_cliente,cliente_id,uf,regiao,modalidade_frete,peso_total_kg
12735,PV-483825,2026-06-18 10:45:41,2026-06-18,PA-1050-01,1,120.09,126.45,0.0503,126.45,120.09,51.74,51.74,3.75,4.58,14.71,54.47,124.67,Balcao,Marmoraria / Instalador,MAR-00049,RS,Sul,CIF (empresa entrega),0.71
12736,PV-483825,2026-06-18 10:45:41,2026-06-18,JD-4001-01,2,29.76,32.13,0.0738,64.26,59.52,12.61,25.22,2.96,3.61,7.45,27.5,63.13,Balcao,Marmoraria / Instalador,MAR-00049,RS,Sul,CIF (empresa entrega),0.56
12737,PV-483825,2026-06-18 10:45:41,2026-06-18,RD-2020,3,30.89,34.04,0.0927,102.12,92.67,14.8,44.4,8.24,10.06,12.12,37.97,102.73,Balcao,Marmoraria / Instalador,MAR-00049,RS,Sul,CIF (empresa entrega),1.56
12738,PV-483825,2026-06-18 10:45:41,2026-06-18,JD-4001,16,25.52,29.16,0.1248,466.56,408.32,11.9,190.4,23.65,28.88,51.59,171.56,437.2,Balcao,Marmoraria / Instalador,MAR-00049,RS,Sul,CIF (empresa entrega),4.48
12739,PV-483885,2026-06-18 10:55:22,2026-06-18,RG-5020,2,99.07,107.64,0.0796,215.28,198.14,46.8,93.6,10.3,12.41,27.79,78.86,210.55,Representante,Marmoraria / Instalador,MAR-00088,SP,Sudeste,CIF (empresa entrega),1.44
12740,PV-483885,2026-06-18 10:55:22,2026-06-18,JD-4001,12,26.68,29.16,0.0852,349.92,320.16,11.9,142.8,24.02,28.96,46.08,136.22,349.12,Representante,Marmoraria / Instalador,MAR-00088,SP,Sudeste,CIF (empresa entrega),3.36
12741,PV-483873,2026-06-18 11:01:21,2026-06-18,PA-1020,1,79.2,81.69,0.0305,81.69,79.2,38.9,38.9,4.38,5.36,11.16,30.12,84.56,Representante,Consumidor Final,CON-00710,SP,Sudeste,CIF (empresa entrega),0.78
12742,PV-483873,2026-06-18 11:01:21,2026-06-18,ND-3010-02,1,195.05,199.48,0.0222,199.48,195.05,76.96,76.96,5.9,7.22,26.7,92.71,202.27,Representante,Consumidor Final,CON-00710,SP,Sudeste,CIF (empresa entrega),1.05
12743,PV-483873,2026-06-18 11:01:21,2026-06-18,PA-1010-01,1,71.39,72.07,0.0094,72.07,71.39,30.8,30.8,3.09,3.78,9.92,31.36,75.17,Representante,Consumidor Final,CON-00710,SP,Sudeste,CIF (empresa entrega),0.55
12744,PV-483873,2026-06-18 11:01:21,2026-06-18,AC-8002,2,149.13,156.0,0.044,312.0,298.26,62.4,124.8,23.6,28.86,43.18,135.54,327.12,Representante,Consumidor Final,CON-00710,SP,Sudeste,CIF (empresa entrega),4.2
12745,PV-483913,2026-06-18 11:01:47,2026-06-18,RD-2002,6,57.78,70.56,0.1811,423.36,346.68,33.6,201.6,0.0,0.0,40.91,104.17,346.68,E-commerce,Construtora,CON-00004,PR,Sul,FOB (cliente retira/contrata),9.3
12746,PV-483913,2026-06-18 11:01:47,2026-06-18,JD-4001,8,23.32,29.16,0.2004,233.28,186.56,11.9,95.2,0.0,0.0,22.01,69.35,186.56,E-commerce,Construtora,CON-00004,PR,Sul,FOB (cliente retira/contrata),2.24
12747,PV-483855,2026-06-18 11:04:51,2026-06-18,AC-8010,18,39.63,51.03,0.2234,918.54,713.34,18.9,340.2,46.62,0.0,84.17,242.35,713.34,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),16.2
12748,PV-483855,2026-06-18 11:04:51,2026-06-18,PA-1001-03,1,56.21,66.86,0.1593,66.86,56.21,29.12,29.12,1.78,0.0,6.63,18.68,56.21,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),0.62
12749,PV-483855,2026-06-18 11:04:51,2026-06-18,SP-6001,6,98.12,122.64,0.1999,735.84,588.72,58.4,350.4,23.31,0.0,69.47,145.54,588.72,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),8.1
12750,PV-483855,2026-06-18 11:04:51,2026-06-18,RG-5010,1,342.4,417.3,0.1795,417.3,342.4,214.0,214.0,10.36,0.0,40.4,77.64,342.4,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),3.6
12751,PV-483855,2026-06-18 11:04:51,2026-06-18,PX-7002-02,1,181.87,230.79,0.212,230.79,181.87,92.91,92.91,4.46,0.0,21.46,63.04,181.87,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),1.55
12752,PV-483855,2026-06-18 11:04:51,2026-06-18,PA-1001,4,36.71,45.92,0.2006,183.68,146.84,22.4,89.6,7.14,0.0,17.33,32.77,146.84,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),2.48
12753,PV-483855,2026-06-18 11:04:51,2026-06-18,JD-4002-01,1,90.38,114.83,0.2129,114.83,90.38,52.58,52.58,2.53,0.0,10.66,24.61,90.38,Balcao,Revenda / Distribuidor,REV-00026,BA,Nordeste,CIF (empresa entrega),0.88
12754,PV-483918,2026-06-18 11:09:31,2026-06-18,RD-2010,6,100.05,128.12,0.2191,768.72,600.3,62.5,375.0,0.0,0.0,79.24,146.06,600.3,Televendas,Revenda / Distribuidor,REV-00009,SP,Sudeste,FOB (cliente retira/contrata),7.44
12755,PV-483918,2026-06-18 11:09:31,2026-06-18,PA-1001,11,36.12,45.92,0.2133,505.12,397.32,22.4,246.4,0.0,0.0,52.45,98.47,397.32,Televendas,Revenda / Distribuidor,REV-00009,SP,Sudeste,FOB (cliente retira/contrata),6.82
12756,PV-483918,2026-06-18 11:09:31,2026-06-18,RD-2011,6,127.19,165.69,0.2324,994.14,763.14,78.9,473.4,0.0,0.0,100.73,189.01,763.14,Televendas,Revenda / Distribuidor,REV-00009,SP,Sudeste,FOB (cliente retira/contrata),9.72
12757,PV-483839,2026-06-18 11:11:06,2026-06-18,PA-1030-01,2,42.75,52.5,0.1858,105.0,85.5,21.95,43.9,5.97,7.31,10.95,31.99,92.81,Representante,Construtora,CON-00039,RS,Sul,CIF (empresa entrega),0.96
12758,PV-483839,2026-06-18 11:11:06,2026-06-18,PA-1001,17,38.2,45.92,0.1681,780.64,649.4,22.4,380.8,65.51,80.3,86.1,197.29,729.7,Representante,Construtora,CON-00039,RS,Sul,CIF (empresa entrega),10.54
12759,PV-483839,2026-06-18 11:11:06,2026-06-18,AC-8010,1,43.52,51.03,0.1472,51.03,43.52,18.9,18.9,5.59,6.86,5.94,19.95,50.38,Representante,Construtora,CON-00039,RS,Sul,CIF (empresa entrega),0.9
12760,PV-483916,2026-06-18 11:11:29,2026-06-18,RG-5003,1,375.06,378.0,0.0078,378.0,375.06,189.0,189.0,30.84,35.66,48.46,142.42,410.72,Representante,Consumidor Final,CON-00669,GO,Centro-Oeste,CIF (empresa entrega),3.1
12761,PV-483916,2026-06-18 11:11:29,2026-06-18,JD-4010,1,255.3,255.3,0.0,255.3,255.3,138.0,138.0,23.87,27.61,33.38,87.66,282.91,Representante,Consumidor Final,CON-00669,GO,Centro-Oeste,CIF (empresa entrega),2.4
12762,PV-483916,2026-06-18 11:11:29,2026-06-18,PA-1010-02,1,78.81,81.53,0.0334,81.53,78.81,33.55,33.55,5.47,6.33,10.05,36.07,85.14,Representante,Consumidor Final,CON-00669,GO,Centro-Oeste,CIF (empresa entrega),0.55
12763,PV-483916,2026-06-18 11:11:29,2026-06-18,RD-2020,1,33.5,34.04,0.0158,34.04,33.5,14.8,14.8,5.17,5.98,4.66,14.85,39.48,Representante,Consumidor Final,CON-00669,GO,Centro-Oeste,CIF (empresa entrega),0.52
12764,PV-483916,2026-06-18 11:11:29,2026-06-18,PA-1001,1,44.49,45.92,0.0312,45.92,44.49,22.4,22.4,6.17,7.13,6.09,16.96,51.62,Representante,Consumidor Final,CON-00669,GO,Centro-Oeste,CIF (empresa entrega),0.62
12765,PV-483899,2026-06-18 11:24:22,2026-06-18,PA-1020,1,80.3,81.69,0.017,81.69,80.3,38.9,38.9,9.62,11.87,12.17,31.48,92.17,Televendas,Consumidor Final,CON-00925,SP,Sudeste,CIF (empresa entrega),0.78
12766,PV-483899,2026-06-18 11:24:22,2026-06-18,RD-2020,4,33.14,34.04,0.0264,136.16,132.56,14.8,59.2,25.65,31.65,21.68,57.68,164.21,Televendas,Consumidor Final,CON-00925,SP,Sudeste,CIF (empresa entrega),2.08
12767,PV-483899,2026-06-18 11:24:22,2026-06-18,PA-1001-03,1,64.79,66.86,0.0309,66.86,64.79,29.12,29.12,7.65,9.43,9.8,27.65,74.22,Televendas,Consumidor Final,CON-00925,SP,Sudeste,CIF (empresa entrega),0.62
12768,PV-483876,2026-06-18 11:25:05,2026-06-18,JD-4010,1,251.39,255.3,0.0153,255.3,251.39,138.0,138.0,27.02,29.77,37.11,79.03,281.16,E-commerce,Consumidor Final,CON-00492,SP,Sudeste,CIF (empresa entrega),2.4
12769,PV-483876,2026-06-18 11:25:05,2026-06-18,AC-8010,1,51.03,51.03,0.0,51.03,51.03,18.9,18.9,10.13,11.16,8.21,24.95,62.19,E-commerce,Consumidor Final,CON-00492,SP,Sudeste,CIF (empresa entrega),0.9
12770,PV-483876,2026-06-18 11:25:05,2026-06-18,RD-2030-01,1,13.93,13.93,0.0,13.93,13.93,4.96,4.96,0.9,0.99,1.97,7.09,14.92,E-commerce,Consumidor Final,CON-00492,SP,Sudeste,CIF (empresa entrega),0.08
12771,PV-483915,2026-06-18 11:37:07,2026-06-18,PA-1001-01,1,53.49,53.49,0.0,53.49,53.49,25.09,25.09,3.65,4.33,7.63,21.45,57.82,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),0.62
12772,PV-483915,2026-06-18 11:37:07,2026-06-18,RD-2001-01,2,63.9,64.11,0.0033,128.22,127.8,28.67,57.34,12.97,15.37,18.9,53.96,143.17,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),2.2
12773,PV-483915,2026-06-18 11:37:07,2026-06-18,PA-1001-03,1,63.79,66.86,0.0459,66.86,63.79,29.12,29.12,3.65,4.33,8.99,26.36,68.12,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),0.62
12774,PV-483915,2026-06-18 11:37:07,2026-06-18,JD-4001,4,28.26,29.16,0.0309,116.64,113.04,11.9,47.6,6.6,7.83,15.95,50.72,120.87,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),1.12
12775,PV-483915,2026-06-18 11:37:07,2026-06-18,RD-2020,1,33.67,34.04,0.011,34.04,33.67,14.8,14.8,3.06,3.63,4.92,14.52,37.3,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),0.52
12776,PV-483915,2026-06-18 11:37:07,2026-06-18,AC-8010,2,49.96,51.03,0.0209,102.06,99.92,18.9,37.8,10.61,12.58,14.85,49.24,112.5,Representante,Consumidor Final,CON-00096,SP,Sudeste,CIF (empresa entrega),1.8
12777,PV-483877,2026-06-18 11:38:45,2026-06-18,ND-3010,2,118.82,139.92,0.1508,279.84,237.64,58.3,116.6,17.82,21.19,30.54,93.87,258.83,Representante,Construtora,CON-00051,PE,Nordeste,CIF (empresa entrega),2.1
12778,PV-483877,2026-06-18 11:38:45,2026-06-18,PA-1001,2,37.7,45.92,0.179,91.84,75.4,22.4,44.8,10.52,12.51,10.37,22.22,87.91,Representante,Construtora,CON-00051,PE,Nordeste,CIF (empresa entrega),1.24
12779,PV-483877,2026-06-18 11:38:45,2026-06-18,JD-4001-01,5,26.18,32.13,0.1852,160.65,130.9,12.61,63.05,11.88,14.12,17.11,52.98,145.02,Representante,Construtora,CON-00051,PE,Nordeste,CIF (empresa entrega),1.4
12780,PV-483877,2026-06-18 11:38:45,2026-06-18,RD-2001-02,4,59.16,71.1,0.168,284.4,236.64,30.62,122.48,37.33,44.39,33.16,88.06,281.03,Representante,Construtora,CON-00051,PE,Nordeste,CIF (empresa entrega),4.4
12781,PV-483877,2026-06-18 11:38:45,2026-06-18,SP-6001-01,2,139.13,158.17,0.1204,316.34,278.26,72.42,144.84,22.91,27.24,36.05,101.7,305.5,Representante,Construtora,CON-00051,PE,Nordeste,CIF (empresa entrega),2.7
12782,PV-483872,2026-06-18 11:39:28,2026-06-18,PX-7002,1,168.39,187.45,0.1017,187.45,168.39,81.5,81.5,11.32,12.08,23.82,63.83,180.47,Balcao,Marmoraria / Instalador,MAR-00306,SP,Sudeste,CIF (empresa entrega),1.55
12783,PV-483872,2026-06-18 11:39:28,2026-06-18,RG-5002,1,291.86,311.6,0.0633,311.6,291.86,152.0,152.0,17.89,19.09,41.05,100.01,310.95,Balcao,Marmoraria / Instalador,MAR-00306,SP,Sudeste,CIF (empresa entrega),2.45
12784,PV-483872,2026-06-18 11:39:28,2026-06-18,PA-1001,2,40.25,45.92,0.1235,91.84,80.5,22.4,44.8,9.05,9.66,11.9,24.41,90.16,Balcao,Marmoraria / Instalador,MAR-00306,SP,Sudeste,CIF (empresa entrega),1.24
12785,PV-483895,2026-06-18 11:56:13,2026-06-18,PX-7002,2,164.92,187.45,0.1202,374.9,329.84,81.5,163.0,10.66,11.99,45.12,123.05,341.83,Balcao,Marmoraria / Instalador,MAR-00139,SP,Sudeste,CIF (empresa entrega),3.1
12786,PV-483895,2026-06-18 11:56:13,2026-06-18,RD-2001,2,49.44,52.24,0.0536,104.48,98.88,24.3,48.6,7.56,8.51,14.18,37.05,107.39,Balcao,Marmoraria / Instalador,MAR-00139,SP,Sudeste,CIF (empresa entrega),2.2
12787,PV-483895,2026-06-18 11:56:13,2026-06-18,PA-1011-01,1,72.91,78.88,0.0757,78.88,72.91,33.71,33.71,2.1,2.36,9.94,29.52,75.27,Balcao,Marmoraria / Instalador,MAR-00139,SP,Sudeste,CIF (empresa entrega),0.61
12788,PV-483895,2026-06-18 11:56:13,2026-06-18,JD-4001,6,25.35,29.16,0.1306,174.96,152.1,11.9,71.4,5.78,6.5,20.94,60.48,158.6,Balcao,Marmoraria / Instalador,MAR-00139,SP,Sudeste,CIF (empresa entrega),1.68
12789,PV-483908,2026-06-18 12:03:00,2026-06-18,PA-1030-01,1,50.51,52.5,0.0379,52.5,50.51,21.95,21.95,12.12,13.64,7.57,22.51,64.15,E-commerce,Consumidor Final,CON-01189,MG,Sudeste,CIF (empresa entrega),0.48
12790,PV-483908,2026-06-18 12:03:00,2026-06-18,ND-3010,1,131.38,139.92,0.061,139.92,131.38,58.3,58.3,26.51,29.84,19.02,57.39,161.22,E-commerce,Consumidor Final,CON-01189,MG,Sudeste,CIF (empresa entrega),1.05
12791,PV-483908,2026-06-18 12:03:00,2026-06-18,PA-1040-02,1,100.58,100.58,0.0,100.58,100.58,42.33,42.33,16.66,18.76,14.08,46.27,119.34,E-commerce,Consumidor Final,CON-01189,MG,Sudeste,CIF (empresa entrega),0.66
12792,PV-483865,2026-06-18 12:11:10,2026-06-18,SP-6010-01,2,80.15,102.41,0.2173,204.82,160.3,44.76,89.52,4.24,4.56,21.76,49.34,164.86,Representante,Revenda / Distribuidor,REV-00003,SP,Sudeste,CIF (empresa entrega),1.68
12793,PV-483865,2026-06-18 12:11:10,2026-06-18,RD-2001,5,40.15,52.24,0.2314,261.2,200.75,24.3,121.5,13.89,14.94,28.47,51.83,215.69,Representante,Revenda / Distribuidor,REV-00003,SP,Sudeste,CIF (empresa entrega),5.5
12794,PV-483865,2026-06-18 12:11:10,2026-06-18,PA-1001,6,35.45,45.92,0.2281,275.52,212.7,22.4,134.4,9.4,10.1,29.41,49.59,222.8,Representante,Revenda / Distribuidor,REV-00003,SP,Sudeste,CIF (empresa entrega),3.72
12795,PV-483865,2026-06-18 12:11:10,2026-06-18,PA-1002-01,1,58.48,74.09,0.2107,74.09,58.48,35.62,35.62,2.37,2.55,8.06,14.98,61.03,Representante,Revenda / Distribuidor,REV-00003,SP,Sudeste,CIF (empresa entrega),0.94
12796,PV-483865,2026-06-18 12:11:10,2026-06-18,PA-1001-03,8,52.76,66.86,0.2108,534.88,422.08,29.12,232.96,12.53,13.47,57.49,132.57,435.55,Representante,Revenda / Distribuidor,REV-00003,SP,Sudeste,CIF (empresa entrega),4.96
12797,PV-483868,2026-06-18 12:12:03,2026-06-18,RG-5001-01,1,270.46,289.31,0.0652,289.31,270.46,135.7,135.7,10.31,11.21,37.18,98.48,281.67,Representante,Marmoraria / Instalador,MAR-00223,SP,Sudeste,CIF (empresa entrega),1.85
12798,PV-483868,2026-06-18 12:12:03,2026-06-18,PA-1020-01,1,88.7,95.16,0.0678,95.16,88.7,43.57,43.57,4.35,4.73,12.33,33.18,93.43,Representante,Marmoraria / Instalador,MAR-00223,SP,Sudeste,CIF (empresa entrega),0.78
12799,PV-483863,2026-06-18 12:14:25,2026-06-18,JD-4002-01,1,108.95,114.83,0.0512,114.83,108.95,52.58,52.58,0.0,0.0,12.86,43.51,108.95,E-commerce,Consumidor Final,CON-00312,RJ,Sudeste,FOB (cliente retira/contrata),0.88
12800,PV-483844,2026-06-18 12:14:31,2026-06-18,AC-8030-01,1,46.67,47.55,0.0184,47.55,46.67,18.66,18.66,0.0,0.0,5.51,22.5,46.67,Televendas,Consumidor Final,CON-00110,RJ,Sudeste,FOB (cliente retira/contrata),0.224
12801,PV-483844,2026-06-18 12:14:31,2026-06-18,RG-5002-01,1,361.36,372.67,0.0303,372.67,361.36,174.8,174.8,0.0,0.0,42.64,143.92,361.36,Televendas,Consumidor Final,CON-00110,RJ,Sudeste,FOB (cliente retira/contrata),2.45
12802,PV-483860,2026-06-18 12:19:42,2026-06-18,RD-2001,9,46.0,52.24,0.1195,470.16,414.0,24.3,218.7,27.69,27.86,52.14,143.33,441.86,Balcao,Marmoraria / Instalador,MAR-00033,RJ,Sudeste,CIF (empresa entrega),9.9
12803,PV-483860,2026-06-18 12:19:42,2026-06-18,AC-8020,2,90.87,97.9,0.0718,195.8,181.74,44.5,89.0,5.87,5.91,22.14,70.64,187.65,Balcao,Marmoraria / Instalador,MAR-00033,RJ,Sudeste,CIF (empresa entrega),2.1
12804,PV-483860,2026-06-18 12:19:42,2026-06-18,JD-4001,18,26.2,29.16,0.1016,524.88,471.6,11.9,214.2,14.1,14.19,57.32,200.17,485.79,Balcao,Marmoraria / Instalador,MAR-00033,RJ,Sudeste,CIF (empresa entrega),5.04
12805,PV-483860,2026-06-18 12:19:42,2026-06-18,PA-1001,4,41.34,45.92,0.0997,183.68,165.36,22.4,89.6,6.94,6.98,20.34,55.46,172.34,Balcao,Marmoraria / Instalador,MAR-00033,RJ,Sudeste,CIF (empresa entrega),2.48
12806,PV-483914,2026-06-18 12:41:54,2026-06-18,PA-1010-03,1,82.0,90.09,0.0898,90.09,82.0,35.75,35.75,0.0,0.0,10.82,35.43,82.0,Balcao,Construtora,CON-00053,SP,Sudeste,FOB (cliente retira/contrata),0.55
12807,PV-483914,2026-06-18 12:41:54,2026-06-18,RG-5002,1,255.29,311.6,0.1807,311.6,255.29,152.0,152.0,0.0,0.0,33.7,69.59,255.29,Balcao,Construtora,CON-00053,SP,Sudeste,FOB (cliente retira/contrata),2.45
12808,PV-483914,2026-06-18 12:41:54,2026-06-18,PA-1001-01,5,43.2,53.49,0.1925,267.45,216.0,25.09,125.45,0.0,0.0,28.51,62.04,216.0,Balcao,Construtora,CON-00053,SP,Sudeste,FOB (cliente retira/contrata),3.1
12809,PV-483889,2026-06-18 12:43:48,2026-06-18,RD-2010,2,123.08,128.12,0.0393,256.24,246.16,62.5,125.0,2.43,0.0,32.49,86.24,246.16,E-commerce,Consumidor Final,CON-00035,SP,Sudeste,CIF (empresa entrega),2.48
12810,PV-483889,2026-06-18 12:43:48,2026-06-18,RD-2002,1,70.56,70.56,0.0,70.56,70.56,33.6,33.6,1.52,0.0,9.31,26.13,70.56,E-commerce,Consumidor Final,CON-00035,SP,Sudeste,CIF (empresa entrega),1.55
12811,PV-483889,2026-06-18 12:43:48,2026-06-18,PM-9002,2,2247.98,2294.0,0.0201,4588.0,4495.96,1240.0,2480.0,74.38,0.0,593.47,1348.11,4495.96,E-commerce,Consumidor Final,CON-00035,SP,Sudeste,CIF (empresa entrega),76.0
12812,PV-483828,2026-06-18 12:44:17,2026-06-18,AC-8010,1,45.48,51.03,0.1088,51.03,45.48,18.9,18.9,11.36,11.82,7.56,19.48,57.3,Balcao,Marmoraria / Instalador,MAR-00001,SP,Sudeste,CIF (empresa entrega),0.9
12813,PV-483828,2026-06-18 12:44:17,2026-06-18,PA-1001,3,39.8,45.92,0.1333,137.76,119.4,22.4,67.2,23.48,24.42,18.98,34.16,143.82,Balcao,Marmoraria / Instalador,MAR-00001,SP,Sudeste,CIF (empresa entrega),1.86
12814,PV-483828,2026-06-18 12:44:17,2026-06-18,PA-1011-01,1,72.53,78.88,0.0805,78.88,72.53,33.71,33.71,7.7,8.01,10.63,28.5,80.54,Balcao,Marmoraria / Instalador,MAR-00001,SP,Sudeste,CIF (empresa entrega),0.61
12815,PV-483879,2026-06-18 12:54:18,2026-06-18,AC-8002,1,153.62,156.0,0.0152,156.0,153.62,62.4,62.4,0.0,0.0,20.28,70.94,153.62,Televendas,Consumidor Final,CON-00430,SP,Sudeste,FOB (cliente retira/contrata),2.1
12816,PV-483879,2026-06-18 12:54:18,2026-06-18,PA-1001,1,44.04,45.92,0.0409,45.92,44.04,22.4,22.4,0.0,0.0,5.81,15.83,44.04,Televendas,Consumidor Final,CON-00430,SP,Sudeste,FOB (cliente retira/contrata),0.62
12817,PV-483896,2026-06-18 12:58:56,2026-06-18,JD-4001-01,1,30.9,32.13,0.0383,32.13,30.9,12.61,12.61,0.0,0.0,3.65,14.64,30.9,E-commerce,Consumidor Final,CON-01012,MT,Centro-Oeste,FOB (cliente retira/contrata),0.28
12818,PV-483859,2026-06-18 13:03:37,2026-06-18,RD-2020-02,4,34.94,46.33,0.2458,185.32,139.76,18.65,74.6,0.0,0.0,16.49,48.67,139.76,E-commerce,Revenda / Distribuidor,REV-00016,CE,Nordeste,FOB (cliente retira/contrata),2.08
12819,PV-483859,2026-06-18 13:03:37,2026-06-18,RD-2011,8,134.84,165.69,0.1862,1325.52,1078.72,78.9,631.2,0.0,0.0,127.29,320.23,1078.72,E-commerce,Revenda / Distribuidor,REV-00016,CE,Nordeste,FOB (cliente retira/contrata),12.96
12820,PV-483893,2026-06-18 13:10:49,2026-06-18,RG-5002-01,1,361.15,372.67,0.0309,372.67,361.15,174.8,174.8,17.97,18.98,50.18,137.18,380.13,E-commerce,Consumidor Final,CON-00587,SP,Sudeste,CIF (empresa entrega),2.45
12821,PV-483893,2026-06-18 13:10:49,2026-06-18,RD-2002-01,1,79.89,86.6,0.0775,86.6,79.89,39.65,39.65,11.37,12.01,12.13,28.75,91.9,E-commerce,Consumidor Final,CON-00587,SP,Sudeste,CIF (empresa entrega),1.55
12822,PV-483893,2026-06-18 13:10:49,2026-06-18,AC-8010,1,49.47,51.03,0.0306,51.03,49.47,18.9,18.9,6.6,6.97,7.45,23.49,56.44,E-commerce,Consumidor Final,CON-00587,SP,Sudeste,CIF (empresa entrega),0.9
12823,PV-483856,2026-06-18 13:29:27,2026-06-18,RD-2001,1,46.88,52.24,0.1027,52.24,46.88,24.3,24.3,5.7,5.7,6.94,15.64,52.58,Balcao,Marmoraria / Instalador,MAR-00056,SP,Sudeste,CIF (empresa entrega),1.1
12824,PV-483856,2026-06-18 13:29:27,2026-06-18,PA-1001,6,40.52,45.92,0.1177,275.52,243.12,22.4,134.4,19.27,19.28,34.64,74.09,262.4,Balcao,Marmoraria / Instalador,MAR-00056,SP,Sudeste,CIF (empresa entrega),3.72
12825,PV-483856,2026-06-18 13:29:27,2026-06-18,JD-4001-01,1,29.11,32.13,0.094,32.13,29.11,12.61,12.61,1.45,1.45,4.03,12.47,30.56,Balcao,Marmoraria / Instalador,MAR-00056,SP,Sudeste,CIF (empresa entrega),0.28
12826,PV-483856,2026-06-18 13:29:27,2026-06-18,RG-5002,1,282.28,311.6,0.0941,311.6,282.28,152.0,152.0,12.69,12.7,38.94,91.35,294.98,Balcao,Marmoraria / Instalador,MAR-00056,SP,Sudeste,CIF (empresa entrega),2.45
12827,PV-483905,2026-06-18 13:35:18,2026-06-18,PA-1040-02,1,93.71,100.58,0.0684,100.58,93.71,42.33,42.33,10.43,12.58,12.54,40.99,106.29,Representante,Marmoraria / Instalador,MAR-00240,RS,Sul,CIF (empresa entrega),0.66
12828,PV-483905,2026-06-18 13:35:18,2026-06-18,RD-2020,8,30.34,34.04,0.1087,272.32,242.72,14.8,118.4,65.73,79.32,38.0,99.91,322.04,Representante,Marmoraria / Instalador,MAR-00240,RS,Sul,CIF (empresa entrega),4.16
12829,PV-483827,2026-06-18 13:51:06,2026-06-18,PA-1010,6,54.29,61.88,0.1226,371.28,325.74,27.5,165.0,17.63,20.28,40.83,122.56,346.02,Representante,Marmoraria / Instalador,MAR-00159,RJ,Sudeste,CIF (empresa entrega),3.3
12830,PV-483827,2026-06-18 13:51:06,2026-06-18,PA-1020,1,75.57,81.69,0.0749,81.69,75.57,38.9,38.9,4.17,4.79,9.48,27.81,80.36,Representante,Marmoraria / Instalador,MAR-00159,RJ,Sudeste,CIF (empresa entrega),0.78
12831,PV-483827,2026-06-18 13:51:06,2026-06-18,AC-8010,4,44.04,51.03,0.137,204.12,176.16,18.9,75.6,19.23,22.13,23.4,80.06,198.29,Representante,Marmoraria / Instalador,MAR-00159,RJ,Sudeste,CIF (empresa entrega),3.6
12832,PV-483827,2026-06-18 13:51:06,2026-06-18,ND-3010,3,125.46,139.92,0.1034,419.76,376.38,58.3,174.9,16.83,19.36,46.7,157.31,395.74,Representante,Marmoraria / Instalador,MAR-00159,RJ,Sudeste,CIF (empresa entrega),3.15
12833,PV-483835,2026-06-18 14:02:38,2026-06-18,RD-2020,3,26.83,34.04,0.2117,102.12,80.49,14.8,44.4,1.59,0.0,10.62,23.88,80.49,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),1.56
12834,PV-483835,2026-06-18 14:02:38,2026-06-18,PX-7002,6,153.03,187.45,0.1836,1124.7,918.18,81.5,489.0,9.49,0.0,121.2,298.49,918.18,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),9.3
12835,PV-483835,2026-06-18 14:02:38,2026-06-18,PA-1001,5,36.1,45.92,0.2138,229.6,180.5,22.4,112.0,3.16,0.0,23.83,41.51,180.5,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),3.1
12836,PV-483835,2026-06-18 14:02:38,2026-06-18,ND-3010-01,1,146.33,174.62,0.162,174.62,146.33,69.96,69.96,1.07,0.0,19.32,55.98,146.33,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),1.05
12837,PV-483835,2026-06-18 14:02:38,2026-06-18,JD-4001-01,6,26.57,32.13,0.1732,192.78,159.42,12.61,75.66,1.71,0.0,21.04,61.01,159.42,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),1.68
12838,PV-483835,2026-06-18 14:02:38,2026-06-18,AC-8020,9,81.33,97.9,0.1692,881.1,731.97,44.5,400.5,9.64,0.0,96.62,225.21,731.97,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),9.45
12839,PV-483835,2026-06-18 14:02:38,2026-06-18,RD-2011,5,135.4,165.69,0.1828,828.45,677.0,78.9,394.5,8.27,0.0,89.36,184.87,677.0,Representante,Construtora,CON-00060,SP,Sudeste,CIF (empresa entrega),8.1
